"program_id","macro_id","experiment_id","family_id","family_name","prompt_architecture","replicate_index","task_type","model_version","duration","ratio","ratio_rule","video_resolution","poll","prompt_path","prompt_sha256","package_path","package_sha256","fixture_ids","fixture_paths","fixture_sha256s","expected_result_images_count","expected_result_videos_count","expected_output_count","planned_credit_cost","output_dir","output_name","review_frame_plan","applicable_scoring_dimensions","no_submit","submit_authorized","query_authorized","download_authorized","retry_authorized","resubmit_authorized","batch_authorized","final_master","locked","status","notes"
"CAL-001","CAL-001A","CAL001-F01-P4-R2","F01","TEXT2VIDEO_WORLD_STYLE_ACTION","P4_RESULT_FIRST_TIMED_COMPACT","2","text2video","seedance2.0_vip","5","16:9","explicit","720p","0","experiments/CAL-001/prompts/F01/CAL001-F01-P4_prompt.txt","8f5858500b2c9961de03b7a6201edd26335195b40f14cfef4752eeab6d9f5dc6","experiments/CAL-001/packages/F01/CAL001-F01-P4-R2_package.json","aabcbb07734ae009e3db4a0b07c36e88ad7bc43bdc332eb3c7de48cc2ac973a4","","","","0","1","1","70","experiments/CAL-001/runs/CAL001-F01-P4-R2","CAL001-F01-P4-R2_result.mp4","metadata|0.00s|1.00s|2.00s|3.00s|4.00s|final_readable|3x2_contact_sheet|no_cut|no_final|no_lock","prompt_goal_match|action_readability|temporal_coherence|style_coherence|editability","true","false","false","false","false","false","false","false","false","planned_no_run","Fixed non-adaptive CAL-001A row; no live authority; runtime cost and command help require later activation audit."
"CAL-001","CAL-001A","CAL001-F01-P4-R3","F01","TEXT2VIDEO_WORLD_STYLE_ACTION","P4_RESULT_FIRST_TIMED_COMPACT","3","text2video","seedance2.0_vip","5","16:9","explicit","720p","0","experiments/CAL-001/prompts/F01/CAL001-F01-P4_prompt.txt","8f5858500b2c9961de03b7a6201edd26335195b40f14cfef4752eeab6d9f5dc6","experiments/CAL-001/packages/F01/CAL001-F01-P4-R3_package.json","3ec72c2bd4f86d9b8ca4e0c575f7c62fb3174d2aeefc7075d933cd8f3fc1733c","","","","0","1","1","70","experiments/CAL-001/runs/CAL001-F01-P4-R3","CAL001-F01-P4-R3_result.mp4","metadata|0.00s|1.00s|2.00s|3.00s|4.00s|final_readable|3x2_contact_sheet|no_cut|no_final|no_lock","prompt_goal_match|action_readability|temporal_coherence|style_coherence|editability","true","false","false","false","false","false","false","false","false","planned_no_run","Fixed non-adaptive CAL-001A row; no live authority; runtime cost and command help require later activation audit."
"CAL-001","CAL-001A","CAL001-F02-P1-R1","F02","IMAGE2VIDEO_SINGLE_IDENTITY_MOTION","P1_LEGACY_DESCRIPTIVE","1","image2video","seedance2.0_vip","5","","inferred_from_input_image","720p","0","experiments/CAL-001/prompts/F02/CAL001-F02-P1_prompt.txt","0f17f05a9bf636acc20487f6662d1def2b71634d06842fa0ad087091ac4843f7","experiments/CAL-001/packages/F02/CAL001-F02-P1-R1_package.json","8706e8b3f18010c501487612776f6c517737dcd875941bb85c0cdc32529c51cc","CAL001-F02-IDENTITY-01","productions/chi_yan_tian_qiong/locked_refs/A-CH-A-SUBJECT-001_locked_fenshou_full_body_subject.png","83e21fe549d737a4ac7fdbc23d9b883526f5aebc668bdb1e107a149244a13d2f","0","1","1","70","experiments/CAL-001/runs/CAL001-F02-P1-R1","CAL001-F02-P1-R1_result.mp4","metadata|0.00s|1.00s|2.00s|3.00s|4.00s|final_readable|3x2_contact_sheet|no_cut|no_final|no_lock","identity_stability|subject_structure_stability|action_readability|temporal_coherence|editability","true","false","false","false","false","false","false","false","false","planned_no_run","Fixed non-adaptive CAL-001A row; no live authority; runtime cost and command help require later activation audit."
"CAL-001","CAL-001A","CAL001-F02-P1-R2","F02","IMAGE2VIDEO_SINGLE_IDENTITY_MOTION","P1_LEGACY_DESCRIPTIVE","2","image2video","seedance2.0_vip","5","","inferred_from_input_image","720p","0","experiments/CAL-001/prompts/F02/CAL001-F02-P1_prompt.txt","0f17f05a9bf636acc20487f6662d1def2b71634d06842fa0ad087091ac4843f7","experiments/CAL-001/packages/F02/CAL001-F02-P1-R2_package.json","5f751166aa5655e18340ca16e5d34158d6ab67b65eec29c25fb55313f58f1673","CAL001-F02-IDENTITY-01","productions/chi_yan_tian_qiong/locked_refs/A-CH-A-SUBJECT-001_locked_fenshou_full_body_subject.png","83e21fe549d737a4ac7fdbc23d9b883526f5aebc668bdb1e107a149244a13d2f","0","1","1","70","experiments/CAL-001/runs/CAL001-F02-P1-R2","CAL001-F02-P1-R2_result.mp4","metadata|0.00s|1.00s|2.00s|3.00s|4.00s|final_readable|3x2_contact_sheet|no_cut|no_final|no_lock","identity_stability|subject_structure_stability|action_readability|temporal_coherence|editability","true","false","false","false","false","false","false","false","false","planned_no_run","Fixed non-adaptive CAL-001A row; no live authority; runtime cost and command help require later activation audit."
"CAL-001","CAL-001A","CAL001-F02-P1-R3","F02","IMAGE2VIDEO_SINGLE_IDENTITY_MOTION","P1_LEGACY_DESCRIPTIVE","3","image2video","seedance2.0_vip","5","","inferred_from_input_image","720p","0","experiments/CAL-001/prompts/F02/CAL001-F02-P1_prompt.txt","0f17f05a9bf636acc20487f6662d1def2b71634d06842fa0ad087091ac4843f7","experiments/CAL-001/packages/F02/CAL001-F02-P1-R3_package.json","729c023bc626bbbca8245f832847fece7fa975fc186bbdcfcf3d5151d0c7c595","CAL001-F02-IDENTITY-01","productions/chi_yan_tian_qiong/locked_refs/A-CH-A-SUBJECT-001_locked_fenshou_full_body_subject.png","83e21fe549d737a4ac7fdbc23d9b883526f5aebc668bdb1e107a149244a13d2f","0","1","1","70","experiments/CAL-001/runs/CAL001-F02-P1-R3","CAL001-F02-P1-R3_result.mp4","metadata|0.00s|1.00s|2.00s|3.00s|4.00s|final_readable|3x2_contact_sheet|no_cut|no_final|no_lock","identity_stability|subject_structure_stability|action_readability|temporal_coherence|editability","true","false","false","false","false","false","false","false","false","planned_no_run","Fixed non-adaptive CAL-001A row; no live authority; runtime cost and command help require later activation audit."
"CAL-001","CAL-001A","CAL001-F02-P2-R1","F02","IMAGE2VIDEO_SINGLE_IDENTITY_MOTION","P2_RESULT_FIRST_CONCISE","1","image2video","seedance2.0_vip","5","","inferred_from_input_image","720p","0","experiments/CAL-001/prompts/F02/CAL001-F02-P2_prompt.txt","7260aad9976851a4f94a93774f4a910e98d9c204ffb64eafbc10a8774e98618c","experiments/CAL-001/packages/F02/CAL001-F02-P2-R1_package.json","33d70a828db0ed1bcc849e2b8de2195f1f4817206fc14b1e23be6eb962d5f8d4","CAL001-F02-IDENTITY-01","productions/chi_yan_tian_qiong/locked_refs/A-CH-A-SUBJECT-001_locked_fenshou_full_body_subject.png","83e21fe549d737a4ac7fdbc23d9b883526f5aebc668bdb1e107a149244a13d2f","0","1","1","70","experiments/CAL-001/runs/CAL001-F02-P2-R1","CAL001-F02-P2-R1_result.mp4","metadata|0.00s|1.00s|2.00s|3.00s|4.00s|final_readable|3x2_contact_sheet|no_cut|no_final|no_lock","identity_stability|subject_structure_stability|action_readability|temporal_coherence|editability","true","false","false","false","false","false","false","false","false","planned_no_run","Fixed non-adaptive CAL-001A row; no live authority; runtime cost and command help require later activation audit."
"CAL-001","CAL-001A","CAL001-F02-P2-R2","F02","IMAGE2VIDEO_SINGLE_IDENTITY_MOTION","P2_RESULT_FIRST_CONCISE","2","image2video","seedance2.0_vip","5","","inferred_from_input_image","720p","0","experiments/CAL-001/prompts/F02/CAL001-F02-P2_prompt.txt","7260aad9976851a4f94a93774f4a910e98d9c204ffb64eafbc10a8774e98618c","experiments/CAL-001/packages/F02/CAL001-F02-P2-R2_package.json","23e277210d80319bc9c4e90bae01896c6277a9b5e67c547b455cdc04bd3c67ed","CAL001-F02-IDENTITY-01","productions/chi_yan_tian_qiong/locked_refs/A-CH-A-SUBJECT-001_locked_fenshou_full_body_subject.png","83e21fe549d737a4ac7fdbc23d9b883526f5aebc668bdb1e107a149244a13d2f","0","1","1","70","experiments/CAL-001/runs/CAL001-F02-P2-R2","CAL001-F02-P2-R2_result.mp4","metadata|0.00s|1.00s|2.00s|3.00s|4.00s|final_readable|3x2_contact_sheet|no_cut|no_final|no_lock","identity_stability|subject_structure_stability|action_readability|temporal_coherence|editability","true","false","false","false","false","false","false","false","false","planned_no_run","Fixed non-adaptive CAL-001A row; no live authority; runtime cost and command help require later activation audit."
"CAL-001","CAL-001A","CAL001-F02-P2-R3","F02","IMAGE2VIDEO_SINGLE_IDENTITY_MOTION","P2_RESULT_FIRST_CONCISE","3","image2video","seedance2.0_vip","5","","inferred_from_input_image","720p","0","experiments/CAL-001/prompts/F02/CAL001-F02-P2_prompt.txt","7260aad9976851a4f94a93774f4a910e98d9c204ffb64eafbc10a8774e98618c","experiments/CAL-001/packages/F02/CAL001-F02-P2-R3_package.json","325c16d9e7731dbf613b3d1fa2db2da1596c36641ca2a2244c32671b56fce1a5","CAL001-F02-IDENTITY-01","productions/chi_yan_tian_qiong/locked_refs/A-CH-A-SUBJECT-001_locked_fenshou_full_body_subject.png","83e21fe549d737a4ac7fdbc23d9b883526f5aebc668bdb1e107a149244a13d2f","0","1","1","70","experiments/CAL-001/runs/CAL001-F02-P2-R3","CAL001-F02-P2-R3_result.mp4","metadata|0.00s|1.00s|2.00s|3.00s|4.00s|final_readable|3x2_contact_sheet|no_cut|no_final|no_lock","identity_stability|subject_structure_stability|action_readability|temporal_coherence|editability","true","false","false","false","false","false","false","false","false","planned_no_run","Fixed non-adaptive CAL-001A row; no live authority; runtime cost and command help require later activation audit."
"CAL-001","CAL-001A","CAL001-F02-P3-R1","F02","IMAGE2VIDEO_SINGLE_IDENTITY_MOTION","P3_RESULT_FIRST_WITH_DUTIES","1","image2video","seedance2.0_vip","5","","inferred_from_input_image","720p","0","experiments/CAL-001/prompts/F02/CAL001-F02-P3_prompt.txt","8355c3f5550131983208c75660896aea1b05c8602b0a165263ff1a327aa586b8","experiments/CAL-001/packages/F02/CAL001-F02-P3-R1_package.json","509f4850f8f7266b784cbb3cf8f73aac44b6a557f8a6c1288c3034d18bbaabea","CAL001-F02-IDENTITY-01","productions/chi_yan_tian_qiong/locked_refs/A-CH-A-SUBJECT-001_locked_fenshou_full_body_subject.png","83e21fe549d737a4ac7fdbc23d9b883526f5aebc668bdb1e107a149244a13d2f","0","1","1","70","experiments/CAL-001/runs/CAL001-F02-P3-R1","CAL001-F02-P3-R1_result.mp4","metadata|0.00s|1.00s|2.00s|3.00s|4.00s|final_readable|3x2_contact_sheet|no_cut|no_final|no_lock","identity_stability|subject_structure_stability|action_readability|temporal_coherence|editability","true","false","false","false","false","false","false","false","false","planned_no_run","Fixed non-adaptive CAL-001A row; no live authority; runtime cost and command help require later activation audit."
"CAL-001","CAL-001A","CAL001-F02-P3-R2","F02","IMAGE2VIDEO_SINGLE_IDENTITY_MOTION","P3_RESULT_FIRST_WITH_DUTIES","2","image2video","seedance2.0_vip","5","","inferred_from_input_image","720p","0","experiments/CAL-001/prompts/F02/CAL001-F02-P3_prompt.txt","8355c3f5550131983208c75660896aea1b05c8602b0a165263ff1a327aa586b8","experiments/CAL-001/packages/F02/CAL001-F02-P3-R2_package.json","3beea48ea11aa7f207c739d3b739232656e1f4e575f86c9439f051d6f2fa882d","CAL001-F02-IDENTITY-01","productions/chi_yan_tian_qiong/locked_refs/A-CH-A-SUBJECT-001_locked_fenshou_full_body_subject.png","83e21fe549d737a4ac7fdbc23d9b883526f5aebc668bdb1e107a149244a13d2f","0","1","1","70","experiments/CAL-001/runs/CAL001-F02-P3-R2","CAL001-F02-P3-R2_result.mp4","metadata|0.00s|1.00s|2.00s|3.00s|4.00s|final_readable|3x2_contact_sheet|no_cut|no_final|no_lock","identity_stability|subject_structure_stability|action_readability|temporal_coherence|editability","true","false","false","false","false","false","false","false","false","planned_no_run","Fixed non-adaptive CAL-001A row; no live authority; runtime cost and command help require later activation audit."
"CAL-001","CAL-001A","CAL001-F02-P3-R3","F02","IMAGE2VIDEO_SINGLE_IDENTITY_MOTION","P3_RESULT_FIRST_WITH_DUTIES","3","image2video","seedance2.0_vip","5","","inferred_from_input_image","720p","0","experiments/CAL-001/prompts/F02/CAL001-F02-P3_prompt.txt","8355c3f5550131983208c75660896aea1b05c8602b0a165263ff1a327aa586b8","experiments/CAL-001/packages/F02/CAL001-F02-P3-R3_package.json","648a0dd09b9a65663f283a2f64af657182bd1cfa4525e66119f3ee2b37aa68dc","CAL001-F02-IDENTITY-01","productions/chi_yan_tian_qiong/locked_refs/A-CH-A-SUBJECT-001_locked_fenshou_full_body_subject.png","83e21fe549d737a4ac7fdbc23d9b883526f5aebc668bdb1e107a149244a13d2f","0","1","1","70","experiments/CAL-001/runs/CAL001-F02-P3-R3","CAL001-F02-P3-R3_result.mp4","metadata|0.00s|1.00s|2.00s|3.00s|4.00s|final_readable|3x2_contact_sheet|no_cut|no_final|no_lock","identity_stability|subject_structure_stability|action_readability|temporal_coherence|editability","true","false","false","false","false","false","false","false","false","planned_no_run","Fixed non-adaptive CAL-001A row; no live authority; runtime cost and command help require later activation audit."
"CAL-001","CAL-001A","CAL001-F02-P4-R1","F02","IMAGE2VIDEO_SINGLE_IDENTITY_MOTION","P4_RESULT_FIRST_TIMED_COMPACT","1","image2video","seedance2.0_vip","5","","inferred_from_input_image","720p","0","experiments/CAL-001/prompts/F02/CAL001-F02-P4_prompt.txt","899eb477a37b70e1242942292cdca5533e28a15819cd590370f024a3be2364c8","experiments/CAL-001/packages/F02/CAL001-F02-P4-R1_package.json","65b0b49c25a1435bdd4b720d722fbae3dade7cae97d7bbba8256b1e5a77fbf6c","CAL001-F02-IDENTITY-01","productions/chi_yan_tian_qiong/locked_refs/A-CH-A-SUBJECT-001_locked_fenshou_full_body_subject.png","83e21fe549d737a4ac7fdbc23d9b883526f5aebc668bdb1e107a149244a13d2f","0","1","1","70","experiments/CAL-001/runs/CAL001-F02-P4-R1","CAL001-F02-P4-R1_result.mp4","metadata|0.00s|1.00s|2.00s|3.00s|4.00s|final_readable|3x2_contact_sheet|no_cut|no_final|no_lock","identity_stability|subject_structure_stability|action_readability|temporal_coherence|editability","true","false","false","false","false","false","false","false","false","planned_no_run","Fixed non-adaptive CAL-001A row; no live authority; runtime cost and command help require later activation audit."
"CAL-001","CAL-001A","CAL001-F02-P4-R2","F02","IMAGE2VIDEO_SINGLE_IDENTITY_MOTION","P4_RESULT_FIRST_TIMED_COMPACT","2","image2video","seedance2.0_vip","5","","inferred_from_input_image","720p","0","experiments/CAL-001/prompts/F02/CAL001-F02-P4_prompt.txt","899eb477a37b70e1242942292cdca5533e28a15819cd590370f024a3be2364c8","experiments/CAL-001/packages/F02/CAL001-F02-P4-R2_package.json","646f7a51539cc365102e18eb21024a00cbe46ae9bc4454e00d6db66d67d6d44e","CAL001-F02-IDENTITY-01","productions/chi_yan_tian_qiong/locked_refs/A-CH-A-SUBJECT-001_locked_fenshou_full_body_subject.png","83e21fe549d737a4ac7fdbc23d9b883526f5aebc668bdb1e107a149244a13d2f","0","1","1","70","experiments/CAL-001/runs/CAL001-F02-P4-R2","CAL001-F02-P4-R2_result.mp4","metadata|0.00s|1.00s|2.00s|3.00s|4.00s|final_readable|3x2_contact_sheet|no_cut|no_final|no_lock","identity_stability|subject_structure_stability|action_readability|temporal_coherence|editability","true","false","false","false","false","false","false","false","false","planned_no_run","Fixed non-adaptive CAL-001A row; no live authority; runtime cost and command help require later activation audit."
"CAL-001","CAL-001A","CAL001-F02-P4-R3","F02","IMAGE2VIDEO_SINGLE_IDENTITY_MOTION","P4_RESULT_FIRST_TIMED_COMPACT","3","image2video","seedance2.0_vip","5","","inferred_from_input_image","720p","0","experiments/CAL-001/prompts/F02/CAL001-F02-P4_prompt.txt","899eb477a37b70e1242942292cdca5533e28a15819cd590370f024a3be2364c8","experiments/CAL-001/packages/F02/CAL001-F02-P4-R3_package.json","2fee3f963df3c2c5edfedbf69d6f50d6aa54606157d3d51a5cb3ede63f9fdd0b","CAL001-F02-IDENTITY-01","productions/chi_yan_tian_qiong/locked_refs/A-CH-A-SUBJECT-001_locked_fenshou_full_body_subject.png","83e21fe549d737a4ac7fdbc23d9b883526f5aebc668bdb1e107a149244a13d2f","0","1","1","70","experiments/CAL-001/runs/CAL001-F02-P4-R3","CAL001-F02-P4-R3_result.mp4","metadata|0.00s|1.00s|2.00s|3.00s|4.00s|final_readable|3x2_contact_sheet|no_cut|no_final|no_lock","identity_stability|subject_structure_stability|action_readability|temporal_coherence|editability","true","false","false","false","false","false","false","false","false","planned_no_run","Fixed non-adaptive CAL-001A row; no live authority; runtime cost and command help require later activation audit."
"CAL-001","CAL-001A","CAL001-F03-P1-R1","F03","IMAGE2VIDEO_CAMERA_CONTROL","P1_LEGACY_DESCRIPTIVE","1","image2video","seedance2.0_vip","5","","inferred_from_input_image","720p","0","experiments/CAL-001/prompts/F03/CAL001-F03-P1_prompt.txt","e906c4065c374eec221cb3392167acb29e63efcfc0a8c2690bbf6f957026f25a","experiments/CAL-001/packages/F03/CAL001-F03-P1-R1_package.json","d7f34c4c6f6d0b7afbdd5dc3d4bcafd951ff13fbe9201c8623da6dc76816f77f","CAL001-F03-SCENE-01","productions/chi_yan_tian_qiong/locked_refs/A-SC-TEMPLE-COURTYARD-004_locked_main_hall_true_frontal_axis_stage.png","831c8743c019d37334b64a5843c7e595b909f75090de15ba55ff4730891af452","0","1","1","70","experiments/CAL-001/runs/CAL001-F03-P1-R1","CAL001-F03-P1-R1_result.mp4","metadata|0.00s|1.00s|2.00s|3.00s|4.00s|final_readable|3x2_contact_sheet|no_cut|no_final|no_lock","camera_compliance|subject_structure_stability|spatial_compliance|temporal_coherence|editability","true","false","false","false","false","false","false","false","false","planned_no_run","Fixed non-adaptive CAL-001A row; no live authority; runtime cost and command help require later activation audit."
